172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "GET http://httpbin.org/ HTTP/1.1" 200 2326 "http://www.referer.com/start.html" "Mozilla" TCP_MISS:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "GET http://httpbin.org/ HTTP/1.1" 200 2326 "http://www.referer.com/start.html" "Mozilla" TCP_MISS:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "GET http://httpbin.org/ HTTP/1.1" 200 2326 "http://www.referer.com/start.html" "Mozilla" TCP_MISS:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "GET http://httpbin.org/ HTTP/1.1" 200 2326 "http://www.referer.com/start.html" "Mozilla" TCP_MISS:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "GET http://httpbin.org/ HTTP/1.1" 200 2326 "http://www.referer.com/start.html" "Mozilla" TCP_MISS:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
172.18.3rd.4th  - username [2020-10-01 13:55:36.555] "CONNECT httpsbin.org:443 HTTP/1.1" 200 2326 "-" "Mozilla" TCP_TUNNEL:HIER_DIRECT
